"loan_type_name","property_type_name","loan_purpose_name","owner_occupancy_name","loan_amount_000s","action_taken_name","applicant_ethnicity_name","applicant_race_name_1","applicant_sex_name","applicant_income_000s","lien_status_name","population","minority_population","tract_to_msamd_income","number_of_owner_occupied_units","number_of_1_to_4_family_units","co_applicant"
"Conventional","Manufactured housing","Home purchase","Owner-occupied as a principal dwelling",67,"1","Not Hispanic or Latino","White","Female",40,"Secured by a first lien",5048,18.6599998474121,65.5599975585938,1537,2510,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",163,"1","Hispanic or Latino","White","Male",39,"Secured by a first lien",3656,26.1200008392334,94.8099975585938,893,1319,"yes"
"Conventional","Manufactured housing","Home purchase","Owner-occupied as a principal dwelling",140,"1","Not Hispanic or Latino","White","Male",48,"Secured by a first lien",2055,31.9699993133545,83.120002746582,553,784,"no"
"Conventional","Manufactured housing","Home purchase","Owner-occupied as a principal dwelling",62,"0","Not Hispanic or Latino","White","Male",36,"Secured by a first lien",1381,13.8299999237061,85.4199981689453,472,800,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",114,"0","Not Hispanic or Latino","White","Female",48,"Secured by a first lien",4852,19.9899997711182,88.1600036621094,1551,2615,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",141,"0","Hispanic or Latino","White","Male",39,"Secured by a first lien",4597,92.0800018310547,63.3199996948242,525,1205,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",221,"1","Not Hispanic or Latino","White","Male",44,"Secured by a first lien",4990,37.2099990844727,118.379997253418,1271,2127,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",408,"0","Not Hispanic or Latino","Black or African American","Male",160,"Secured by a first lien",5277,29.8700008392334,141.550003051758,1363,1894,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",423,"1","Not Hispanic or Latino","White","Male",126,"Secured by a first lien",3819,30.1599998474121,114.459999084473,1444,1863,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",237,"1","Hispanic or Latino","White","Male",160,"Secured by a first lien",1849,37.1599998474121,145.330001831055,444,525,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",216,"0","Not Hispanic or Latino","White","Female",76,"Secured by a first lien",4522,52.1699981689453,94.620002746582,1038,1522,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",105,"0","Hispanic or Latino","White","Male",49,"Secured by a first lien",4597,90.3000030517578,70.2099990844727,796,1459,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",12,"0","Not Hispanic or Latino","White","Male",30,"Not secured by a lien",3468,4.73000001907349,155.699996948242,1259,1618,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",253,"0","Not Hispanic or Latino","White","Male",69,"Secured by a first lien",3643,52.7599983215332,68.4100036621094,490,938,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",178,"0","Hispanic or Latino","White","Male",53,"Secured by a first lien",5361,83.7699966430664,67.0599975585938,524,1650,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",168,"0","Not Hispanic or Latino","Black or African American","Female",56,"Secured by a first lien",1764,66.8899993896484,94.3000030517578,330,523,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",140,"1","Not Hispanic or Latino","Asian","Female",45,"Secured by a first lien",8744,46.3199996948242,101.290000915527,1389,2899,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",362,"1","Not Hispanic or Latino","White","Male",85,"Secured by a first lien",5001,33.9500007629395,229.130004882812,1601,2298,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",392,"0","Not Hispanic or Latino","White","Female",54,"Secured by a first lien",2355,50.7000007629395,145.589996337891,609,991,"no"
"Conventional","Manufactured housing","Refinancing","Not owner-occupied as a principal dwelling",111,"0","Not Hispanic or Latino","White","Female",101,"Secured by a first lien",8006,20.5599994659424,89.9800033569336,2742,4009,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",280,"0","Not Hispanic or Latino","Asian","Male",447,"Secured by a first lien",562,30.6000003814697,201.130004882812,210,39,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",480,"0","Not Hispanic or Latino","White","Female",175,"Secured by a first lien",7804,58.8400001525879,93.6500015258789,1161,2569,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",208,"1","Not Hispanic or Latino","Asian","Female",43,"Secured by a first lien",4483,74.4100036621094,61.5999984741211,127,379,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",275,"0","Not Hispanic or Latino","White","Male",88,"Secured by a first lien",9805,59.9099998474121,105.139999389648,2012,3571,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",66,"1","Not Hispanic or Latino","White","Male",59,"Secured by a first lien",6381,18.6200008392334,106.050003051758,1621,2135,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",160,"1","Not Hispanic or Latino","White","Male",99,"Secured by a first lien",4491,14.2700004577637,150.25,1587,1880,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",255,"1","Not Hispanic or Latino","White","Female",45,"Secured by a first lien",4576,50.0400009155273,165.070007324219,1096,1543,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",40,"0","Hispanic or Latino","White","Male",114,"Secured by a subordinate lien",7274,25.4099998474121,137.339996337891,2098,2603,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",255,"1","Not Hispanic or Latino","Black or African American","Male",73,"Secured by a first lien",2970,50.810001373291,102.709999084473,823,1109,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",199,"0","Not Hispanic or Latino","White","Male",66,"Secured by a first lien",5075,73.1600036621094,111.25,870,1436,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",113,"0","Not Hispanic or Latino","Asian","Female",55,"Secured by a first lien",4321,52,117.440002441406,1083,1663,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",202,"1","Not Hispanic or Latino","White","Female",53,"Secured by a first lien",6271,61.25,118.279998779297,1118,1969,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",256,"0","Not Hispanic or Latino","White","Male",68,"Secured by a first lien",3573,26.5300006866455,170.089996337891,860,1317,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",203,"0","Not Hispanic or Latino","White","Female",70,"Secured by a first lien",5941,69.3300018310547,124.839996337891,1319,1911,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",219,"1","Hispanic or Latino","White","Female",40,"Secured by a first lien",5193,36.0299987792969,73.5100021362305,1400,2167,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",188,"1","Not Hispanic or Latino","White","Male",119,"Secured by a first lien",4110,40,174.179992675781,1134,1680,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",210,"0","Not Hispanic or Latino","White","Male",59,"Secured by a first lien",10078,19.9200000762939,103.099998474121,2874,4247,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",199,"1","Not Hispanic or Latino","White","Male",41,"Secured by a first lien",5485,41.75,108.120002746582,1586,2139,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",124,"1","Not Hispanic or Latino","White","Female",45,"Secured by a first lien",4840,74.629997253418,70.6699981689453,694,1418,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",111,"1","Hispanic or Latino","White","Male",92,"Secured by a first lien",5470,75.3199996948242,64.9100036621094,551,1149,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",200,"0","Not Hispanic or Latino","White","Female",79,"Secured by a first lien",8307,43.0099983215332,103.980003356934,2168,2950,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",195,"0","Not Hispanic or Latino","White","Female",38,"Secured by a first lien",4981,52.2400016784668,80.7900009155273,861,1487,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",157,"1","Hispanic or Latino","White","Male",28,"Secured by a first lien",5602,88.5199966430664,59.0499992370605,1058,1493,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",177,"1","Hispanic or Latino","White","Female",35,"Secured by a first lien",4874,59.3400001525879,111.470001220703,1164,1588,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",224,"1","Hispanic or Latino","White","Male",97,"Secured by a first lien",3347,47.4799995422363,125.430000305176,848,1320,"no"
"VA-guaranteed","Manufactured housing","Refinancing","Owner-occupied as a principal dwelling",160,"1","Not Hispanic or Latino","White","Male",112,"Secured by a first lien",6500,6.42999982833862,170.929992675781,2100,2370,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",53,"1","Hispanic or Latino","White","Female",17,"Secured by a first lien",3920,31.4300003051758,128.589996337891,1085,1332,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",233,"1","Not Hispanic or Latino","White","Female",68,"Secured by a first lien",5075,73.1600036621094,111.25,870,1436,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",152,"1","Not Hispanic or Latino","White","Male",42,"Secured by a first lien",4931,35.3899993896484,110.129997253418,1320,1928,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",256,"1","Not Hispanic or Latino","White","Male",75,"Secured by a first lien",4594,43.0999984741211,88.8600006103516,713,1522,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",291,"1","Not Hispanic or Latino","White","Male",61,"Secured by a first lien",4149,40.3699989318848,93.9499969482422,550,1269,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",5,"1","Not Hispanic or Latino","Black or African American","Female",109,"Secured by a first lien",7734,74.5899963378906,89.3199996948242,1065,1824,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",127,"1","Not Hispanic or Latino","Asian","Female",64,"Secured by a first lien",8744,46.3199996948242,101.290000915527,1389,2899,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",187,"0","Not Hispanic or Latino","White","Female",63,"Secured by a first lien",4480,68.4199981689453,88.879997253418,584,1279,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",380,"1","Not Hispanic or Latino","White","Female",107,"Secured by a first lien",2971,22.0499992370605,164.940002441406,945,1249,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",247,"1","Not Hispanic or Latino","Asian","Male",91,"Secured by a first lien",4689,20.8799991607666,139.550003051758,1246,1597,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",256,"1","Not Hispanic or Latino","White","Female",126,"Secured by a first lien",3596,9.22999954223633,189.889999389648,1234,1506,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",214,"1","Not Hispanic or Latino","White","Female",82,"Secured by a first lien",4707,38.8400001525879,83.8499984741211,1079,1661,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",508,"1","Not Hispanic or Latino","White","Female",465,"Secured by a first lien",4110,40,174.179992675781,1134,1680,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",209,"1","Not Hispanic or Latino","White","Male",102,"Secured by a first lien",4130,58.5699996948242,157.360000610352,892,1352,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",150,"1","Hispanic or Latino","White","Female",55,"Secured by a first lien",3963,66.870002746582,73.129997253418,692,1190,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",137,"1","Hispanic or Latino","White","Female",37,"Secured by a first lien",3773,37.5299987792969,99.9700012207031,1008,1468,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",245,"1","Not Hispanic or Latino","White","Male",66,"Secured by a first lien",6634,37.2200012207031,149.539993286133,1875,2586,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",278,"0","Not Hispanic or Latino","White","Male",53,"Secured by a first lien",4795,38.1199989318848,119.800003051758,1086,1737,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",748,"1","Not Hispanic or Latino","White","Male",775,"Secured by a first lien",4600,38.6300010681152,234.850006103516,859,1602,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",320,"1","Hispanic or Latino","White","Male",110,"Secured by a first lien",3592,58.5699996948242,161.210006713867,812,1069,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",265,"1","Hispanic or Latino","White","Male",85,"Secured by a first lien",3026,39.3600006103516,150.380004882812,835,972,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",523,"1","Not Hispanic or Latino","White","Male",1207,"Secured by a first lien",2720,25.9599990844727,162.100006103516,821,1055,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",272,"1","Not Hispanic or Latino","Black or African American","Male",181,"Secured by a first lien",4765,39.9199981689453,126.26000213623,1093,1628,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",136,"1","Not Hispanic or Latino","White","Male",29,"Secured by a first lien",6150,45.6100006103516,124.730003356934,1424,2239,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",130,"0","Not Hispanic or Latino","Native Hawaiian or Other Pacific Islander","Male",165,"Secured by a first lien",6796,42.8300018310547,102.029998779297,1236,2048,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",195,"1","Not Hispanic or Latino","White","Male",128,"Secured by a first lien",4057,44.2900009155273,139.270004272461,1067,1524,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",218,"1","Hispanic or Latino","White","Male",83,"Secured by a first lien",5142,58.6300010681152,75.0500030517578,621,1600,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",288,"0","Not Hispanic or Latino","White","Male",54,"Secured by a first lien",7161,57.0299987792969,130.580001831055,1647,2622,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",265,"1","Hispanic or Latino","White","Male",69,"Secured by a first lien",4153,75.6600036621094,100.980003356934,645,927,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",103,"0","Not Hispanic or Latino","White","Male",168,"Secured by a first lien",8209,44.7599983215332,112.269996643066,1822,2564,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",155,"0","Not Hispanic or Latino","Black or African American","Female",19,"Secured by a first lien",4483,77.8499984741211,118.169998168945,685,1168,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",4,"1","Not Hispanic or Latino","Black or African American","Male",142,"Secured by a subordinate lien",8920,26.0300006866455,124.400001525879,2844,3975,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",30,"1","Not Hispanic or Latino","White","Female",92,"Not secured by a lien",6416,46.2900009155273,110.190002441406,1465,2251,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",60,"0","Hispanic or Latino","White","Male",85,"Secured by a subordinate lien",4702,42.0499992370605,139.220001220703,1118,1865,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",167,"1","Hispanic or Latino","White","Male",40,"Secured by a first lien",7320,91.1999969482422,41.75,517,1470,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",136,"1","Hispanic or Latino","White","Female",33,"Secured by a first lien",5437,85.1399993896484,77.0199966430664,919,1691,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",158,"0","Not Hispanic or Latino","Asian","Male",47,"Secured by a first lien",6640,60.0900001525879,60.3300018310547,1246,2272,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",80,"1","Not Hispanic or Latino","White","Female",29,"Secured by a first lien",5346,77.629997253418,72.4599990844727,826,1687,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",225,"0","Not Hispanic or Latino","Asian","Female",177,"Secured by a first lien",6416,46.2900009155273,110.190002441406,1465,2251,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",351,"0","Not Hispanic or Latino","White","Female",80,"Secured by a first lien",3468,4.73000001907349,155.699996948242,1259,1618,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",92,"0","Not Hispanic or Latino","White","Male",35,"Secured by a first lien",4149,40.3699989318848,93.9499969482422,550,1269,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",214,"1","Not Hispanic or Latino","Asian","Female",91,"Secured by a first lien",10021,58.3199996948242,87.8099975585938,1280,2002,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",464,"1","Not Hispanic or Latino","White","Female",115,"Secured by a first lien",3890,11.6700000762939,198.75,1369,1666,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",210,"0","Not Hispanic or Latino","White","Male",64,"Secured by a first lien",2266,52.9599990844727,55.6399993896484,341,669,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",107,"1","Hispanic or Latino","White","Male",37,"Secured by a first lien",6437,71.4300003051758,77.7399978637695,1047,1688,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",65,"1","Not Hispanic or Latino","White","Male",66,"Secured by a first lien",3819,30.1599998474121,114.459999084473,1444,1863,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",211,"1","Not Hispanic or Latino","Asian","Female",56,"Secured by a first lien",5243,45.9099998474121,63.2099990844727,506,1814,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",235,"0","Not Hispanic or Latino","White","Male",58,"Secured by a first lien",5356,32.8800010681152,120.01000213623,1107,1432,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",363,"1","Not Hispanic or Latino","White","Male",95,"Secured by a first lien",3792,13.8699998855591,112.839996337891,1113,1378,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",462,"1","Not Hispanic or Latino","White","Male",141,"Secured by a first lien",3656,26.1200008392334,94.8099975585938,893,1319,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",180,"0","Not Hispanic or Latino","White","Male",75,"Secured by a first lien",3488,43.3800010681152,113.410003662109,747,1162,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",266,"0","Not Hispanic or Latino","White","Male",90,"Secured by a first lien",5400,37.4799995422363,190.740005493164,1529,2139,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",40,"0","Not Hispanic or Latino","White","Female",91,"Secured by a first lien",6500,6.42999982833862,170.929992675781,2100,2370,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",146,"1","Hispanic or Latino","White","Male",34,"Secured by a first lien",3376,79.0899963378906,81.3000030517578,467,905,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",188,"1","Not Hispanic or Latino","White","Male",73,"Secured by a first lien",5623,26.4099998474121,150.059997558594,2045,2642,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",223,"1","Not Hispanic or Latino","White","Male",180,"Secured by a first lien",5881,26.2900009155273,189.020004272461,1538,1942,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",400,"1","Not Hispanic or Latino","White","Male",128,"Secured by a first lien",6504,33.1599998474121,124.870002746582,1247,2240,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",33,"1","Not Hispanic or Latino","Asian","Female",99,"Secured by a subordinate lien",6699,32.4799995422363,156.149993896484,1799,2279,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",233,"1","Not Hispanic or Latino","American Indian or Alaska Native","Female",153,"Secured by a first lien",3360,44.939998626709,93.2399978637695,863,1258,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",464,"1","Not Hispanic or Latino","White","Male",232,"Secured by a first lien",2442,21.9500007629395,126.199996948242,666,1134,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",290,"1","Hispanic or Latino","White","Female",52,"Secured by a first lien",3657,34.2900009155273,137.330001831055,666,1403,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",124,"1","Not Hispanic or Latino","White","Female",62,"Secured by a first lien",2355,50.7000007629395,145.589996337891,609,991,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",200,"1","Not Hispanic or Latino","White","Female",39,"Secured by a first lien",6353,31.4500007629395,160.839996337891,1505,2298,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",253,"0","Not Hispanic or Latino","White","Male",120,"Secured by a first lien",5614,24.3500003814697,113.300003051758,1458,1942,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",206,"0","Not Hispanic or Latino","Asian","Male",54,"Secured by a first lien",9805,59.9099998474121,105.139999389648,2012,3571,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",239,"1","Not Hispanic or Latino","Asian","Male",158,"Secured by a first lien",5400,37.4799995422363,190.740005493164,1529,2139,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",144,"0","Not Hispanic or Latino","White","Male",65,"Secured by a first lien",10078,19.9200000762939,103.099998474121,2874,4247,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",216,"1","Hispanic or Latino","White","Male",44,"Secured by a first lien",3360,44.939998626709,93.2399978637695,863,1258,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",340,"1","Not Hispanic or Latino","White","Male",83,"Secured by a first lien",3250,19.0499992370605,140.639999389648,898,1188,"no"
"FHA-insured","Manufactured housing","Home purchase","Owner-occupied as a principal dwelling",147,"1","Not Hispanic or Latino","White","Female",33,"Secured by a first lien",9238,20.6800003051758,92.4499969482422,2659,3701,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",180,"0","Not Hispanic or Latino","White","Male",97,"Secured by a first lien",4055,43.0299987792969,126.870002746582,1013,1633,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",210,"1","Hispanic or Latino","White","Male",50,"Secured by a first lien",4777,58.2999992370605,83.9300003051758,766,1181,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",217,"1","Hispanic or Latino","American Indian or Alaska Native","Male",87,"Secured by a first lien",6381,18.6200008392334,106.050003051758,1621,2135,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",90,"1","Not Hispanic or Latino","White","Female",22,"Secured by a first lien",3114,14.1300001144409,100.110000610352,1303,1839,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",152,"1","Not Hispanic or Latino","White","Male",80,"Secured by a first lien",8029,23.6100006103516,77.1699981689453,1789,3579,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",357,"0","Not Hispanic or Latino","White","Male",36,"Secured by a first lien",3792,13.8699998855591,112.839996337891,1113,1378,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",245,"1","Not Hispanic or Latino","White","Male",44,"Secured by a first lien",3209,17.8899993896484,120.690002441406,1043,1449,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",305,"0","Not Hispanic or Latino","White","Male",77,"Secured by a first lien",6181,45.9000015258789,86.4599990844727,945,1457,"no"
